dispatch,xopt_pv,xopt_wind,xopt_sto,xopt_elyz,xopt_fc,xopt_hyTank,lcoe_opt,shed_max,algo,srand,ret,numevals,time,shed_rate_opt,capex,om,replacement,opex,fc_hours,elyz_hours,fc_starts,elyz_starts,batt_cycles,h2_consumed,ini_h2_level,ini_bat_level,fc_energy,batt_energy
1,4.001076852094899,1.8,5.488787623195936,0.8658288618349956,1.5367497044671454,16.270322138819452,0.33490435326031637,0.0,CRS2,1,XTOL_REACHED,16719,17.65000009536743,0.0,2.343773280702287e7,6.867146354016219e6,2.0456873030777383e6,8.912833657093957e6,1200.0,3583.0,125.0,233.0,161.90235763418204,42948.8614141959,0.014003457493264341,0.0,687181.7826271344,844215.2739113034
1,4.001076852094899,1.8,5.488787623195936,0.8658288618349956,1.5367497044671454,16.270322138819452,0.33490435326031637,0.0,CRS2,1,XTOL_REACHED,16719,16.94700002670288,0.0,2.343773280702287e7,6.867146354016219e6,2.0456873030777383e6,8.912833657093957e6,1200.0,3583.0,125.0,233.0,161.90235763418204,42948.8614141959,0.014003457493264341,0.0,687181.7826271344,844215.2739113034
2,6.680863762725515,1.7999999918112917,0.2623663271104856,1.9012433401952464,1.4230985407961851,16.99993002586292,0.36288472605536615,0.0,CRS2,1,XTOL_REACHED,13607,13.875999927520752,0.0,2.55703243045519e7,7.497059571471536e6,1.8506834701655416e6,9.347743041637078e6,2897.0,4820.0,309.0,350.0,39.69729482252234,89869.83255114025,0.013254976696068472,0.1605858365218815,1.437917320818244e6,9894.471766866916
1,4.00092433003539,1.7999999991758067,5.492176004529627,0.8637857896946316,1.4350211209676385,16.237672557647226,0.3322941599668717,0.0001,CRS2,1,XTOL_REACHED,21561,21.136000156402588,9.999999550658945e-5,2.3299315083300963e7,6.799954227794156e6,1.9869844149582777e6,8.786938642752435e6,1198.0,3583.0,125.0,233.0,161.8407412539312,42883.27749914702,0.014031610373002901,0.0,686132.4399863523,844414.9438866226
2,6.649367332297217,1.7999999990378273,0.20194197609064254,1.9111784336702495,1.3884713516865541,16.988903106450913,0.3613005454152273,0.0001,CRS2,1,XTOL_REACHED,16030,15.45199990272522,9.999998866893095e-5,2.5469310350887664e7,7.46324314619012e6,1.8254108521689079e6,9.288653998359028e6,2910.0,4818.0,313.0,350.0,47.59089163887193,89921.98512437983,0.013384668814568491,0.0,1.4387517619900773e6,9130.068766395963
1,4.048537047113955,1.7999999998892886,5.382445192826027,0.8619100671544567,1.239142598437856,15.910196550695922,0.32597220622256784,0.001,CRS2,1,XTOL_REACHED,28156,27.161999940872192,0.000999999998054952,2.291817750726732e7,6.654053388956795e6,1.8551367810770203e6,8.509190170033816e6,1213.0,3588.0,129.0,237.0,163.67089704631,42821.26087984479,0.013705526015555816,0.0,685140.1740775167,836902.151361813
2,6.547204729155017,1.799999999930506,0.13664528743111626,1.9344602406656537,1.2399997855606453,16.803401357768127,0.3552978919349282,0.001,CRS2,1,XTOL_REACHED,38553,37.8199999332428,0.0009999999966458755,2.5064455623770807e7,7.33505806044441e6,1.7386672625470937e6,9.073725322991503e6,2947.0,4802.0,316.0,351.0,56.18651123555406,89794.77469990129,0.01298018041723472,0.0,1.4367163951984206e6,7293.7408786572305
1,4.001076852094899,1.8,5.488787623195936,0.8658288618349956,1.5367497044671454,16.270322138819452,0.38755535656377144,0.0,CRS2,1,XTOL_REACHED,16719,16.950999975204468,0.0,2.6907416487949654e7,6.867146354016219e6,3.8042012913595717e6,1.0671347645375792e7,1200.0,3583.0,125.0,233.0,161.90235763418204,42948.8614141959,0.014003457493264341,0.0,687181.7826271344,844215.2739113034
2,6.680863762725515,1.7999999918112917,0.2623663271104856,1.9012433401952464,1.4230985407961851,16.99993002586292,0.4553758713043697,0.0,CRS2,1,XTOL_REACHED,13607,13.865000009536743,0.0,3.065246608591886e7,7.497059571471536e6,6.089819517969507e6,1.3586879089441042e7,2897.0,4820.0,309.0,350.0,39.69729482252234,89869.83255114025,0.013254976696068472,0.1605858365218815,1.437917320818244e6,9894.471766866916
1,4.00092433003539,1.7999999991758067,5.492176004529627,0.8637857896946316,1.4350211209676385,16.237672557647226,0.38297939006394005,0.0001,CRS2,1,XTOL_REACHED,21561,22.122000217437744,9.999999550658945e-5,2.6633278383039765e7,6.799954227794156e6,3.680003301817271e6,1.0479957529611427e7,1198.0,3583.0,125.0,233.0,161.8407412539312,42883.27749914702,0.014031610373002901,0.0,686132.4399863523,844414.9438866226
2,6.649367332297217,1.7999999990378273,0.20194197609064254,1.9111784336702495,1.3884713516865541,16.988903106450913,0.4534720358237926,0.0001,CRS2,1,XTOL_REACHED,16030,16.681999921798706,9.999998866893095e-5,3.0523326445319608e7,7.46324314619012e6,6.05951195315958e6,1.35227550993497e7,2910.0,4818.0,313.0,350.0,47.59089163887193,89921.98512437983,0.013384668814568491,0.0,1.4387517619900773e6,9130.068766395963
1,4.048537047113955,1.7999999998892886,5.382445192826027,0.8619100671544567,1.239142598437856,15.910196550695922,0.37298060511248815,0.001,CRS2,1,XTOL_REACHED,28156,29.121000051498413,0.000999999998054952,2.5994309999399103e7,6.654053388956795e6,3.4246189181037983e6,1.0078672307060594e7,1213.0,3588.0,129.0,237.0,163.67089704631,42821.26087984479,0.013705526015555816,0.0,685140.1740775167,836902.151361813
2,6.547204729155017,1.799999999930506,0.13664528743111626,1.9344602406656537,1.2399997855606453,16.803401357768127,0.4453943725835833,0.001,CRS2,1,XTOL_REACHED,38553,38.28800010681152,0.0009999999966458755,2.9965037754131258e7,7.33505806044441e6,5.9137569250650015e6,1.324881498550941e7,2947.0,4802.0,316.0,351.0,56.18651123555406,89794.77469990129,0.01298018041723472,0.0,1.4367163951984206e6,7293.7408786572305
1,4.009471978549507,1.7999999999124994,4.420856896691836,1.1238805335347006,1.5367497011570794,16.501056843323987,0.3331583887984763,0.0,CRS2,1,XTOL_REACHED,24028,23.211999893188477,0.0,2.33184243872099e7,6.892033546741712e6,1.936223043800735e6,8.828256590542447e6,1439.0,3591.0,156.0,246.0,176.4844059592617,49389.13548987878,0.013807641998097928,0.0,790226.1678380605,741201.6880813856
2,5.696058302267726,1.799999999458067,0.14801158511012308,2.296965599560555,1.489390714700468,17.727304363994314,0.3587149648679821,0.0,CRS2,1,XTOL_REACHED,21277,21.14199995994568,0.0,2.4989667624694802e7,7.531797885261221e6,2.0501813147319918e6,9.581979199993212e6,2965.0,4666.0,323.0,357.0,64.15251563844012,91390.8958256869,0.012852528821635402,3.229631949937131e-7,1.4622543332109903e6,9020.549752025108
1,4.009941421195279,1.7999999997175042,4.417244982434763,1.123029323690985,1.4397671991785352,16.469829061888774,0.3306499764403102,0.0001,CRS2,1,XTOL_REACHED,36678,36.51799988746643,9.999999716967561e-5,2.3185305049620748e7,6.8278594866686305e6,1.879351854960731e6,8.707211341629362e6,1439.0,3590.0,156.0,246.0,176.53632677796338,49358.71991977158,0.013833821775699263,0.0,789739.5187163453,740813.9934935514
2,5.57228555455821,1.8,0.09935862278758778,2.3784712897245326,1.4204642132343301,17.83165360708918,0.3566797483456686,0.0001,CRS2,1,XTOL_REACHED,15057,14.85700011253357,9.999995185051258e-5,2.483432745734526e7,7.502763940165899e6,2.038147369814628e6,9.540911309980527e6,3000.0,4634.0,326.0,363.0,78.53867038117016,91665.01329194295,0.012777316763220983,0.0,1.4666402126710871e6,7413.31941840931
1,4.050773521063823,1.7999999991622966,4.305059889817935,1.122561476939466,1.2516490339486668,16.181888936516934,0.32466686172751547,0.001,CRS2,1,XTOL_REACHED,21278,20.743000030517578,0.0009999999831732235,2.2824966980930515e7,6.687725197361578e6,1.918771759111899e6,8.606496956473477e6,1469.0,3607.0,160.0,251.0,178.31893453222892,49561.80105174845,0.013523715552040233,0.0,792988.8168279752,729290.0080172806
2,5.5944698029415445,1.7999999999999998,0.10157860496545054,2.3455521466560025,1.249101116451392,17.54536178189276,0.35112961844157314,0.001,CRS2,1,XTOL_REACHED,14880,14.645999908447266,0.0009999999594267018,2.449635609851173e7,7.3640927152907215e6,1.9271067347860052e6,9.291199450076727e6,3014.0,4644.0,324.0,361.0,68.13395792127744,91276.0525594468,0.012463689695881979,0.0,1.460416840951149e6,6574.904776597167
1,4.001076852094899,1.8,5.488787623195936,0.8658288618349956,1.5367497044671454,16.270322138819452,0.35915593569592347,0.0,CRS2,1,XTOL_REACHED,16719,16.44599986076355,0.0,2.5004844436828226e7,6.867146354016219e6,2.8574303763770387e6,9.724576730393257e6,1200.0,3583.0,125.0,233.0,161.90235763418204,42948.8614141959,0.014003457493264341,0.0,687181.7826271344,844215.2739113034
2,6.680863762725515,1.7999999918112917,0.2623663271104856,1.9012433401952464,1.4230985407961851,16.99993002586292,0.4136412242993094,0.0,CRS2,1,XTOL_REACHED,13607,13.50600004196167,0.0,2.8230931395085145e7,7.497059571471536e6,4.291653237689605e6,1.1788712809161142e7,2897.0,4820.0,309.0,350.0,39.69729482252234,89869.83255114025,0.013254976696068472,0.1605858365218815,1.437917320818244e6,9894.471766866916
1,4.00092433003539,1.7999999991758067,5.492176004529627,0.8637857896946316,1.4350211209676385,16.237672557647226,0.35592269405068894,0.0001,CRS2,1,XTOL_REACHED,21561,21.44099998474121,9.999999550658945e-5,2.4823487900352113e7,6.799954227794156e6,2.777936476172727e6,9.577890703966884e6,1198.0,3583.0,125.0,233.0,161.8407412539312,42883.27749914702,0.014031610373002901,0.0,686132.4399863523,844414.9438866226
2,6.649367332297217,1.7999999990378273,0.20194197609064254,1.9111784336702495,1.3884713516865541,16.988903106450913,0.4120705186425215,0.0001,CRS2,1,XTOL_REACHED,16030,16.063999891281128,9.999998866893095e-5,2.8126995168599557e7,7.46324314619012e6,4.270471067352263e6,1.1733714213542383e7,2910.0,4818.0,313.0,350.0,47.59089163887193,89921.98512437983,0.013384668814568491,0.0,1.4387517619900773e6,9130.068766395963
1,4.048537047113955,1.7999999998892886,5.382445192826027,0.8619100671544567,1.239142598437856,15.910196550695922,0.34846587396245715,0.001,CRS2,1,XTOL_REACHED,28156,28.384000062942505,0.000999999998054952,2.436193562051236e7,6.654053388956795e6,2.607721350555458e6,9.261774739512254e6,1213.0,3588.0,129.0,237.0,163.67089704631,42821.26087984479,0.013705526015555816,0.0,685140.1740775167,836902.151361813
2,6.547204729155017,1.799999999930506,0.13664528743111626,1.9344602406656537,1.2399997855606453,16.803401357768127,0.4056666019974142,0.001,CRS2,1,XTOL_REACHED,38553,40.569000005722046,0.0009999999966458755,2.7688361802727282e7,7.33505806044441e6,4.1770512654334735e6,1.1512109325877883e7,2947.0,4802.0,316.0,351.0,56.18651123555406,89794.77469990129,0.01298018041723472,0.0,1.4367163951984206e6,7293.7408786572305
1,4.158042447324798,1.8,5.935911708989967,0.7639178447281073,1.5367497256514109,15.979543079288682,0.3870553905212128,0.0,CRS2,1,XTOL_REACHED,16408,17.121999979019165,0.0,2.688267491672295e7,6.89481773848602e6,4.258536391946447e6,1.1153354130432468e7,1092.0,3605.0,116.0,232.0,156.9048983383768,39950.01198267612,0.01425827293314536,0.0,639200.191722818,884804.9420824187
2,6.793111706546399,1.7999999897925052,0.4885104828915986,1.8700828610187696,1.3887451333796068,16.898042339287553,0.45511708799819556,0.0,CRS2,1,XTOL_REACHED,18584,19.679999828338623,0.0,3.0660924476598486e7,7.513716994110942e6,6.023358223708309e6,1.3537075217819251e7,2898.0,4834.0,308.0,349.0,22.124772177155325,89702.66127458414,0.0132961222867256,0.10876800458434008,1.4352425803933463e6,10267.773983122315
1,4.1580132632680975,1.8,5.941258439724717,0.7620397359725295,1.435021123886557,15.945942271404009,0.3824952167695162,0.0001,CRS2,1,XTOL_REACHED,15997,16.63700008392334,9.999999072788365e-5,2.6609257504957728e7,6.827985050084676e6,4.1336341299562324e6,1.0961619180040907e7,1090.0,3605.0,116.0,232.0,156.82118743353175,39877.966485358884,0.01428832184618044,0.0,638047.4637657421,885129.4431987661
2,6.746361536046725,1.8,0.35908775882533917,1.8819690069098174,1.3674758675779355,16.909406888508883,0.45327718536015726,0.0001,CRS2,1,XTOL_REACHED,19802,20.503999948501587,9.99999919446234e-5,3.053820460276365e7,7.476820485173275e6,5.999771886257881e6,1.3476592371431157e7,2903.0,4828.0,309.0,349.0,29.022256588233443,89741.95301777779,0.013370053801159796,0.0,1.4358712482844447e6,9900.460220606546
1,4.194093380379185,1.8,6.447259319706553,0.6984468566953347,1.2271390815338388,15.453146189554635,0.3721415573207184,0.001,CRS2,1,XTOL_REACHED,22026,22.693000078201294,0.0009999999638125952,2.5923499006132204e7,6.710408406554998e6,3.3935731652202923e6,1.0103981571775291e7,1022.0,3582.0,106.0,232.0,150.1968147694608,37208.38138011935,0.014062344147162944,0.0,595334.1020819095,919939.9231220128
2,6.729626942643632,1.8,0.30125736552947,1.876975170131205,1.2193756598187806,16.650845431790707,0.44485209640255574,0.001,CRS2,1,XTOL_REACHED,17134,17.950000047683716,0.0009999995726048254,2.998723515951214e7,7.352350098501973e6,5.79717913877389e6,1.3149529237275863e7,2937.0,4822.0,314.0,349.0,29.868676762154806,89468.89710703978,0.013021692613357685,0.0,1.4315023537126365e6,8548.250929557154
